                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    131,                0.53942,                0.31622,                0.80827,                 0.9933,                 0.9895,                0.99442,                0.92083,                0.47704,                0.29275,                0.78201,             0.00050944,             0.00050944,             0.00050944
                    132,                0.52482,                0.31713,                0.81774,                0.99292,                 0.9895,                0.99437,                0.92097,                0.47682,                0.29237,                0.78244,             0.00050236,             0.00050236,             0.00050236
                    133,                0.54898,                0.32362,                0.81432,                0.99066,                 0.9916,                0.99444,                0.92096,                  0.474,                0.29586,                0.78144,             0.00049529,             0.00049529,             0.00049529
                    134,                0.52302,                0.31133,                0.80825,                0.98973,                0.99255,                0.99435,                0.91889,                0.48098,                0.29477,                0.78134,             0.00048822,             0.00048822,             0.00048822
                    135,                0.55713,                0.32308,                0.80811,                0.99087,                 0.9923,                0.99437,                0.91864,                 0.4925,                0.29968,                0.78224,             0.00048114,             0.00048114,             0.00048114
                    136,                0.54202,                0.32487,                0.81124,                0.99228,                0.99221,                0.99451,                0.91856,                0.47867,                0.29837,                0.78148,             0.00047407,             0.00047407,             0.00047407
                    137,                0.55449,                0.32658,                0.81403,                0.99244,                 0.9923,                0.99447,                 0.9142,                  0.478,                 0.3015,                0.78151,               0.000467,               0.000467,               0.000467
                    138,                0.52359,                0.31725,                0.81652,                0.99246,                  0.993,                0.99438,                0.91258,                 0.4955,                 0.3047,                0.78148,             0.00045992,             0.00045992,             0.00045992
                    139,                0.53566,                0.32784,                0.81318,                0.99184,                  0.993,                0.99442,                0.91383,                0.50192,                0.31066,                0.78264,             0.00045285,             0.00045285,             0.00045285
                    140,                0.53507,                 0.3308,                0.82103,                0.99128,                0.99232,                0.99455,                0.91752,                0.48359,                0.30647,                0.78258,             0.00044578,             0.00044578,             0.00044578
                    141,                 0.5375,                0.31763,                0.82276,                0.99124,                0.99275,                0.99467,                0.91671,                0.48833,                    0.3,                0.78369,              0.0004387,              0.0004387,              0.0004387
                    142,                0.52071,                 0.3205,                0.81299,                0.99055,                0.99173,                 0.9947,                0.91709,                0.47908,                0.29724,                0.78234,             0.00043163,             0.00043163,             0.00043163
                    143,                0.50858,                0.30805,                0.81039,                0.98777,                 0.9847,                0.99469,                0.91524,                0.47854,                0.29446,                0.78183,             0.00042456,             0.00042456,             0.00042456
                    144,                0.52861,                0.31096,                0.81511,                0.98189,                0.98886,                 0.9947,                0.91639,                0.47679,                0.29108,                0.78194,             0.00041748,             0.00041748,             0.00041748
                    145,                0.52486,                0.32095,                0.81901,                0.98365,                 0.9886,                 0.9947,                0.91957,                0.47542,                0.29251,                0.78163,             0.00041041,             0.00041041,             0.00041041
                    146,                0.49657,                0.30298,                0.81975,                0.99031,                0.98629,                0.99466,                0.91888,                0.47541,                0.29027,                 0.7818,             0.00040334,             0.00040334,             0.00040334
